gf_id	category	lemma	governed_case	representative_synsets	sources	source_details	validation_status	exact_lexicon_function	alternate_lexicon_functions	flags
aktualisht_N	N	aktualisht		15119536-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aktualizim_N	N	aktualizim		00931847-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
akull_N	N	akull			Baseline LexiconSqi	ice_N	baseline_lexicon_exact	ice_N		lexicon_sqi_exact
akumulim_N	N	akumulim		00372013-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
akuzim_N	N	akuzim		00042311-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aleance_N	N	aleancë		08293982-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
alegori_N	N	alegori		06880664-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
alge_N	N	algë		01397114-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
alge_leshterik_N	N	algë leshterik		01397114-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
aliazh_N	N	aliazh		14586769-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
alkal_N	N	alkal		14618253-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
alkane_N	N	alkanë		14951377-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
alkool_N	N	alkool		07885223-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
allci_N	N	allçi		03779370-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
alternative_N	N	alternativë		05790944-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
alternim_N	N	alternim		07296428-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ambalazh_N	N	ambalazh		03050026-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ambicie_N	N	ambicie		04836268-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ambicion_N	N	ambicion		07484547-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ambicioz_N	N	ambicioz		04836268-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ambient_N	N	ambient		08567235-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ambjent_N	N	ambjent		14513259-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ambulance_N	N	ambulancë		02701002-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
amfib_N	N	amfib		01627424-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
amfiteater_N	N	amfiteatër		04417809-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
amvise_N	N	amvise		10189776-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
amesim_N	N	amësim		04980008-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
analgjezik_N	N	analgjezik		02707683-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ane_N	N	ane		08510666-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
anekdote_N	N	anekdotë		07220586-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aneksoj_N	N	aneksoj		02713594-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
angazhim_N	N	angazhim		01239064-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
anije_N	N	anije		04194289-n	Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | ship_N	baseline_lexicon_exact	ship_N		lexicon_sqi_exact,pos_from_wordnet
anije_luftarake_N	N	anije luftarake		04552696-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
anije_trap_N	N	anije trap		03329663-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ankand_N	N	ankand		01117541-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
anketim_N	N	anketim		14513489-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ankim_N	N	ankim		07208708-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
anomali_N	N	anomali		09606527-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
anoreksi_N	N	anoreksi		14055796-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
anormalitet_N	N	anormalitet		14501726-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ansambel_N	N	ansambël		08188235-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
antagonizem_N	N	antagonizëm		13980288-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
anullim_N	N	anullim		00231567-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ane_buze_N	N	anë , buzë		03264136-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet,punctuation
anetaresim_N	N	anëtarësim		00049003-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aparat_N	N	aparat		00098385-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aparat_akumulimi_N	N	aparat akumulimi		03744840-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
aparat_elektrik_N	N	aparat elektrik		03277771-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
aparat_ngrohes_N	N	aparat ngrohës		03508101-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
aparat_pajisje_N	N	aparat,pajisje		02727825-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet,punctuation
aparature_gjimnastikore_N	N	aparaturë gjimnastikore		03472232-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
apartament_N	N	apartament		02726305-n	Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | apartment_N	baseline_lexicon_exact	apartment_N		lexicon_sqi_exact,pos_from_wordnet
apel_N	N	apel		07186828-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aplikim_N	N	aplikim		00949134-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aplikim_praktik_N	N	aplikim praktik		00949134-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
aprovim_N	N	aprovim		06686736-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aquatic_vertebrate_N	N	aquatic vertebrate		01473806-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ar_N	N	ar		14638799-n	Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | gold_N	baseline_lexicon_exact	gold_N		lexicon_sqi_exact,pos_from_wordnet
arachnid_N	N	arachnid		01769347-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arachnoid_N	N	arachnoid		01769347-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ardhje_N	N	ardhje		00048225-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ardhme_N	N	ardhme		15121625-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arene_N	N	arenë		04417809-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
argjend_N	N	argjend			Baseline LexiconSqi	silver_N	baseline_lexicon_exact	silver_N		lexicon_sqi_exact
argjendari_N	N	argjendari		03597469-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
argument_N	N	argument		07140978-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
argument_logjik_N	N	argument logjik		05773049-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
argumentim_N	N	argumentim		05773049-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
argetim_N	N	argëtim		00426928-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arikull_i_forte_N	N	arikull i fortë		03257877-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
aritmetike_N	N	aritmetikë		06000644-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
armatime_N	N	armatime		04565375-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
armatime_tanku_N	N	armatime tanku		04389033-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
arme_N	N	arme		07246932-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
armik_N	N	armik			Baseline LexiconSqi	enemy_N	baseline_lexicon_exact	enemy_N		lexicon_sqi_exact
armiqesi_N	N	armiqësi		07547805-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
armiqesor_N	N	armiqësor		00964569-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arme_N__2	N	armë		04565375-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arnoj_N	N	arnoj		03309356-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arne_N	N	arnë		03309356-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aromatik_N	N	aromatik		07809368-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aromatizues_N	N	aromatizues		07809368-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arome_N	N	aromë		04980008-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arrati_N	N	arrati		00796315-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arratisem_N	N	arratisem		00429440-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arratisje_N	N	arratisje		00058743-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arrest_N	N	arrest		13999663-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arrestim_N	N	arrestim		13999663-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arritje_N	N	arritje		00035189-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arrogance_N	N	arrogancë		04887912-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arsim_N	N	arsim		05984287-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arsye_N	N	arsye		05688397-n	Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | reason_N	baseline_lexicon_exact	reason_N		lexicon_sqi_exact,pos_from_wordnet
arsyetim_N	N	arsyetim		05651680-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
art_N	N	art		00933420-n	Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | art_N	baseline_lexicon_exact	art_N		lexicon_sqi_exact,pos_from_wordnet
art_dramatik_N	N	art dramatik		07006119-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
art_gatimi_N	N	art gatimi		07571324-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
art_levizes_N	N	art lëvizës		08466643-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
arte_figurative_N	N	arte figurative		02743547-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
arterie_N	N	arterie		05333777-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arthropod_N	N	arthropod		01767661-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arti_grafik_N	N	arti grafik		03453809-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artikuj_argjendarie_N	N	artikuj argjendarie		03597469-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artikuj_prej_qelqi_N	N	artikuj prej qelqi		03439064-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artikuj_per_tualet_N	N	artikuj për tualet		04447443-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artikuj_te_cilesise_se_pare_N	N	artikuj të cilësisë së parë		03257877-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artikuj_veshjesh_N	N	artikuj veshjesh		03051540-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artikull_N	N	artikull		00021939-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
artikull_gazete_N	N	artikull gazetë		06269130-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artikull_i_forte_N	N	artikull i fortë		03257877-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artikull_lajmesh_N	N	artikull lajmesh		06269130-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artileri_N	N	artileri		07246932-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
artiodactyl_N	N	artiodactyl		02394477-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
artiodactyl_mammal_N	N	artiodactyl mammal		02394477-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
artist_N	N	artist		09812338-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
artistik_N	N	artistik		02743547-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
arush_pelushi_N	N	arush pelushi		04399382-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
as_N	N	as		09762509-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
asgjesoj_N	N	asgjesoj		00403092-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
asgje_N	N	asgjë		13740168-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ashpersi_N	N	ashpërsi		04710127-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
asimetri_N	N	asimetri		05065717-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
asimetrik_N	N	asimetrik		05065717-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
asistent_sekretar_N	N	asistent sekretar		10569744-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
asistentt_N	N	asistentt		09815790-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
asociacion_N	N	asociacion		05763916-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
asortiment_N	N	asortiment		08398773-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aspekt_N	N	aspekt		05850624-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aspirim_N	N	aspirim		07484547-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aspirin_N	N	aspirin		02748618-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aspiroj_N	N	aspiroj		00815644-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
atletike_N	N	atletike		09820263-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
atletike_N__2	N	atletikë		00523513-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
atmosfere_N	N	atmosferë		08567235-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
atom_N	N	atom		14585519-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
atribut_N	N	atribut		00024264-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
atesi_N	N	atësi		13813765-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
au_N	N	Au		14638799-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			case_marked,pos_from_wordnet
audience_N	N	audiencë		08221897-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
autobus_kampimi_N	N	autobus kampimi		02946348-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
autokamp_N	N	autokamp		02946348-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
autokton_N	N	autokton		09620794-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
automjet_N	N	automjet		04524313-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
automobil_N	N	automobil		02958343-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
autonomi_N	N	autonomi		13992514-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
autor_N	N	autor		10794014-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
autoritet_N	N	autoritet		09824361-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
autoritet_suprem_N	N	autoritet suprem		08552138-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
autoritetet_N	N	autoritetet		08337324-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
autorizim_N	N	autorizim		01138670-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
autorizues_N	N	autorizues		01138670-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
autoresi_N	N	autorësi		06411592-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
avancim_N	N	avancim		00282050-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
avantazh_N	N	avantazh		05155821-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
aventure_N	N	aventurë		00796315-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
avion_N	N	avion		02686568-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
avion_pa_motor_N	N	avion pa motor		03439814-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
avokat_N	N	avokat		09774783-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
avull_N	N	avull		15055633-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
avullore_N	N	avullore		04309348-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
baba_N	N	baba		10080869-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
baba_i_madh_N	N	baba i madh		10142391-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
babagjysh_N	N	babagjysh		10142391-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
babe_N	N	babe		09827683-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
baker_N	N	bakër		14635722-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
balance_N	N	balancë		13897996-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
balle_N	N	balle		08573472-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
balle_lufte_N	N	balle lufte		08573674-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ballkon_N	N	ballkon		02777734-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ballore_N	N	ballore		08573674-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
balle_N__2	N	ballë		05602548-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
band_N	N	band		08249038-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
bandvale_N	N	bandvale		06260628-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
bande_e_frekuences_N	N	bandë e frekuences		06260628-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
bande_kercimi_N	N	bandë kërcimi		08249960-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
banese_N	N	banesë		03259505-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
banim_N	N	banim		01053920-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
banje_N	N	banjë		02807731-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
